path	ground_truth	seamless_large	wav2vec_urdu	whisper_large	whisper_medium
common_voice_ur_31831657.mp3	ہم آلودگی شور گنجان آبادی خود غرضی سے بہت دور تھے اور قدرت سے بہت قریب قدرت کتنی خوب صورت ہے	ہم آلودگی شور گنجان آبادی خود غرضی سے بہت دور تھے اور قدرت سے بہت قریب قدرت کتنی خوبصورت ہے	ہمالود کی شوربنجان اباعدی خود غرزی سے باہت دورتھے اور قدرت سے بہد قریب قدرت کتنی خو ب صورت ہے	 ہمالود کی شور بنجان آبادی خود غرضی سے بہت دور تھے اور قدرت سے بہت قریب قدرت کتنی خوبصورت ہے	 ہمارو دیشور بن جان عبادی خود ارضی سے بہت دور تھے اور قدرت سے بہت قریب قدرت کتنی خوبصورت ہے
common_voice_ur_38442080.mp3	بارش کا قطرہ سیپی اور سانپ دونوں کے منہ میں گرتا ہے جب کہ سانپ اسے زہر بنا دیتا ہے اور سیپ اسے موتی	بارش کا قطرہ سیپی اور سانپ دونوں کے منہ میں گرتا ہے جبکہ سانپ اسے زہر بنا دیتا ہے اور سیپ اسے موتی	بارے شقطرہ صیفی اور سامدونوں کے منع میں کرتاہے چپ کہ سامپ اسے صہر بہنا دیتا ہے اور سیف اسے موتی	 بارش کا قطرہ سیپی اور سام دونوں کے موں میں پرتا ہے جبکہ سام اسے زہر بنا دیتا ہے اور سیپ اسے موتی	 بارش کا قطرہ سیپی اور سام دونوں کے مومن کٹا ہے جبکہ سام اسے زہر بنا دیتا ہے اور سیپ اسے موتی
common_voice_ur_38452164.mp3	اس کے بعد آخر کیا جواز ہے کہ آئے دن جلوس نکلیں اور سڑکیں بند کی جائیں؟	اس کے بعد آخر کیا جواز ہے کہ آئے دن جلوس نکلیں اور سڑکیں بند کی جائیں	اس کے بعت آخر کیا جواز ہے کہ ائے دن جلوس نکلیں اور صڑکیں بند کی جائیں	 اس کے بعد آخر کیا جواز ہے کہ آئے دن جلوس نکلیں اور سڑکیں بند کی جائیں؟	 اس کے بعد آخر کیا جواز ہے کہ آئے دن جلوس نکلے اور سڑکیں بند کی جائیں
common_voice_ur_31975855.mp3	ہاکی چیمپئنز ٹرافی بیلجیئم نے پاکستان کودو کے مقابلے میں چار گول سے شکست دے دی	ہاکی چیمپئنز ٹرافی بیلجیم نے پاکستان کو دو کے مقابلے میں چار گول سے شکست دے دی	ہاکری چیمپلینس ٹرافی بلچیم نے پاکستان کو دو کے مکابلمیںچارگول سے شکس طیدی	 ہاکی چیمپئنز ٹرافی بلجیم نے پاکستان کو دو کے مقابل میں چار گول سے شکست دے دی	 حاکی چیمپینز ٹرافی بلجیم نے پاکستان کو دو کے مقابل میں چار گول سے شکل دی
common_voice_ur_38455265.mp3	سوال یہ ہے کہ آئینی طور پر یہ کونسل کسی خاص فقہ کی نہیں، قرآن وسنت کی پابند ہے۔	سوال یہ ہے کہ آئینی طور پر یہ کونسل کسی خاص وقع کی نہیں قرآن و سنت کی پابند ہے	سوال یہ ہے کہ آئینی تور پر یہ کونصل کسی خاض بقا کی نہی کران وں سمنت کی پابند ہے	 سوال یہ ہے کہ آئینی طور پر یہ کونسل کسی خاص فقہ کی نہیں قرآن و سنت کی پابند ہے۔	 سوال یہ ہے کہ آینی طور پر یہ کونسل کسی خاص فقا کی نہیں قرآن و سنت کی پابند ہے
common_voice_ur_31927305.mp3	سعودی عرب میں اتوار تیس مئی کو کورونا کے نئے کیسز ایک ہزار سے کم ہوگئے	سعودی عرب میں اتوار تیس مئی کو کورونا کے نئے کیسز ایک ہزار سے کم ہوگئے	سودی عرب میں اتوار تییص مئی کو کرونا کی نئے کیسز ایک ہزار سے کم ہو گئے	 سعودی عرب میں اتوار 23 مئی کو کرونا کے نئے کیسز ایک ہزار سے کم ہو گئے۔	 سعودی عرب میں اتوار 23 مائی کو کرونا کے نئے کیسز 1000 سے کم ہو گئے
common_voice_ur_28900804.mp3	امریکا کے محکمہ خزانہ حکام نے ایران کے شہریوں کو سپیشل ویزا دینے کا اعلان کیا ہے	امریکہ کے محکمہ خزانہ حکام نے ایران کے شہریوں کو اسپیشل ویزا دینے کا اعلان کیا ہے	امریکہ کہ امہکمہ خزانہ حکام نے اران کی شہریع کو سپیشل ویزا دینے کا اعلان کیا ہے	 امریکہ کے محکمہ خزانہ حکام نے ایران کے شہریوں کو سپیشل ویزا دینے کا اعلان کیا ہے۔	 امریکہ کے محکمہ خزانہ حکام نے ایران کے شہری کو سپیشل ویزہ دینے کا اعلان کیا ہے
common_voice_ur_28900842.mp3	ایس ای سی پی نے نئے کمپنیز ایکٹ کے تحت معلومات کی فراہمی کے فارمز جاری کردیئے	ایس ای سی پی نے نئے کمپنیاں ایکٹ کے تحت معلومات کی فراہمی کا فارم جاری کردیئے	ایس اسی پی نے نئی کمپنیز ایکٹ کی تحیت معلومات کی فراحمی کا ارفامز چاری کردیے	 اس ای سی پی نے نئے کمپنیز ایکٹ کے تحت معلومات کی فراہمی کا فارمز جاری کر دیئے۔	 SECP نے نئے کمپنیز ایکٹ کے تحت معلومات کی فرہمی کا فرامز جاری کر دئیے
common_voice_ur_41170612.mp3	اس پر حکومت کا کوئی قابل ذکر رد عمل سامنے نہیں آتا اب دو ہی صورتیں ہیں۔	اس پر حکومت کا کوئی قابل ذکر ردعمل نظر نہیں آتا، اب دو ہی صورتیں ہیں۔	اس پر حکومت کا کوئی قابلے زکرردے ہمل مظہر نہیں آتا اب دوہی صورتے ہیں	 اس پر حکومت کا کوئی قابل ذکر رد عمل نظر نہیں آتا اب دو ہی صورتیں ہیں	 اس پر حکومت کا کوئی کابلہ ذکر ردی امل کا زندگی نہیں آتا اب دو ہی صورتیں ہیں
common_voice_ur_31888464.mp3	اس کے علاوہ شاید آزار بند کیلئے استعمال ہونے والا الاسٹک بھی تیل ہی سے بنتا ھے	اس کے علاوہ شاید آزاد بند کے لئے استعمال ہونے والا ایلاسٹک بھی تیل ہی سے بنتا ہے	اس کے لاوہ شائعد آزاد بند کے لئے استعمال ہونے والا علاسٹک بھی  تیل ہی سے بنتا ہے	 اس کے علاوہ شاید ازاد بند کے لیے استعمال ہونے والا الاسٹک بھی تیل ہی سے بنتا ہے	 اس کے علاوہ شاید ازاد بند کے لئے استعمال ہونے والا الاستیک بھی تیل ہی سے بنتا ہے
common_voice_ur_31811965.mp3	غیر مجاز فرد سے صادر ہونے والا فتویٰ یا قانون حکومت کی قوتِ نافذہ سے محروم ہوتا ہے	غیر مجاز فرد سے صادر ہونے والا فتویٰ یا قانون حکومت کی قوت نافذہ سے محروم ہوتا ہے	غیر مجا ازفرد سے سادر ہونے والا فتوہ یا قانون حکومت کی قت نافضہ سے معروم ہوتا ہے	 غیر مجاز فرد سے سادر ہونے والا فتوہ یا قانون حکومت کی قوت نافذہ سے محروم ہوتا ہے۔	 غیر مجاز فرد سے صادر ہونے والا فتوہ یا قانون حکومت کی کوئی تی نافزہ سے محروم ہوتا ہے۔
common_voice_ur_38425390.mp3	اب بھی لکھنا چاہتا ہوں، مگر بھارت کی جانب سے جارحیت کا معاملہ ابھی چل رہا ہے۔	اب بھی لکھنا چاہتا ہوں مگر بھارت کی جانب سے جاریہ کا معاملہ ابھی چل رہا ہے	اب بھی لکھنا چاتا حونہ کب بھارت پی چانپ سے اریت کا ماملہ ابھی سا رہا ہے	 اب بھی لٹنا چاہتا ہوں مگر بھارت کی جانب سے جاریت کا معاملہ ابھی چل رہا ہے	 اب بھی لکھنا چاہتا ہوں مگر بھارت کی جانب سے جاریت کا معاملہ ابھی چاہ رہا ہے۔
common_voice_ur_38450041.mp3	ان کا کہنا تھا کہ مسلم دنیا کفر اور استکباری طاقتوں کا مقابلہ کرنے کی صلاحیت رکھتی ہے	ان کا کہنا تھا کہ مسلم دنیا کفر اور استکباری طاقتوں کا مقابلہ کرنے کی صلاحیت رکھتی ہے	عن کا کہنا تھا کہ موشلم دنیا قفر اور استقباری تاقطوں کا مقابلہ کرنے کی صلاحیت رکھتی ہے	 ان کا کہنا تھا کہ مسلم دنیا کفر اور استقباری طاقتوں کا مقابلہ کرنے کی صلاحیت رکھتی ہے۔	 ان کا کہنا تھا کہ مسلم دنیا کفر اور استقباری طاقتوں کا مقابلہ کرنے کی صلاحیت رکھتی ہے۔
common_voice_ur_31899667.mp3	جناب جاوید احمد صاحب غامدی نے اسے بجا طور پر صدی کا بہترین فیصلہ قرار دیا ہے	جناب جاوید احمد صاحب غامدی نے اسے بجا طور پر صدی کا بہترین فیصلہ قرار دیا ہے	جناب جاوے دحمد صاحب غامدی نے اسے بجاہ تور پرصدی کا بہترین فیصلہ کرار دیا ہے	 جناب جعوید احمد صاحب غامدی نے اسے بجا طور پر صدی کا بہترین فیصلہ قرار دیا ہے۔	 جناب جاوید احمد صاحب غامدی نے اسے بجا طور پر صدی کا بہترین فیصلہ قرار دیا ہے
common_voice_ur_31999927.mp3	"اور شائقین کو بھی ""نیا کپتان ، نیا جوش"" کے نعرے سے کچھ دنوں کے لیے بہلایا جاسکتا ہے"	"اور شائقین کو بھی ""نیا کپتان ، نیا جوش"" کے نعرے سے کچھ دنوں کے لیے بہلایا جاسکتا ہے ۔"	اور شاعیقین کو بھی نیا کپتان نیا جوش کے نارے سے کچھ دنوں کے لئے بہلایا جا سکتا ہے	 اور شائکین کو بھی نیا کپتان نیا جوش کے نارے سے کچھ دنوں کے لیے بہلایا جا سکتا ہے	 اور شائقین کو بھی نیا قبطان نیا جوش کے نارے سے کچھ دنوں کے لیے بھیلائے جا سکتا ہے
common_voice_ur_31823957.mp3	قرآن و سنت کی رو سے علما کی اصل ذمہ داری دعوت و تبلیغ، انذار و تبشیر اور تعلیم و تحقیق ہے	قرآن و سنت کی روح سے علماء کی اصل ذمہ داری دعوت و تبلیغ، انظار و تبشیر اور تعلیم و تحقیق ہے	فرانوں صنت کی روسرے علماہ کی عیصل زمیداری ڈاوطوہ تبلیق انظاروا تبشیر اور تعلیم وا تحکیک ہے	 قرآن و سنت کی روح سے علماء کی اصل ذمہ داری دعوت و تبلیغ انظار و تبشیر اور تعلیم و تحقیق ہے	 قرآن و سنت کی روث علمہ کی اصل ذمہ داری، دعوت و تبلیغ، انظار و تبشیر اور تعلیم و تحقیق ہے۔
common_voice_ur_38443317.mp3	"اس کا فائدہ ان سے زیادہ دوسروں کو پہنچے گا"" جو اب ان کے بعد آئیں گے۔"	جس کا فائدہ ان سے زیادہ دوسروں کو پہنچے گا جو اب ان کے بعد آئیں گے	اس کا فیطی انسی ویزہ دوسرو کو پوچے کا جب انکے بعد آئیں گے	 اس کا فائدہ ان سے زیادہ دوسروں کو پوچھے گا جو آپ ان کے بعد آئیں گے	 اس کا فائدہ ان سے زیادہ دوسرے کو پوچھے گا جو آپ ان کے بعد آئیں گے
common_voice_ur_38452316.mp3	اس کے ساتھ وہ یہ تاثر بھی دیتا ہے کہ جیسے انہیں فوج کی تائید حاصل ہے۔	اس کے ساتھ وہ یہ تاثر بھی دیتا ہے کہ جیسے انہیں فوج کی تائید حاصل ہے	اس کےسات کو یہ تاصوربی دیتا ہے کہ چیسے ان فوش کی تائیڈ حاصیل ہے	 اس کے ساتھ کوئی یہ تاثر بھی دیتا ہے کہ جیسے انہیں فوج کی تاہید حاصل ہے۔	 اس کے ساتھ کوئی داظر بھی دیتا ہے کہ جیسے ان فوج کی طاید حاصل ہے
common_voice_ur_38442950.mp3	اب مجھے آج مارکیٹ جانا ہے چچا کے ساتھ اور مارکیٹ جانے کے لئے میرے پاس بائیک بھی نہیں ہے	اب مجھے آج مارکیٹ جانا ہے چچا کے ساتھ اور مارکیٹ جانے کیلئے میرے پاس بائیک بھی نہیں ہے	اب مجھے آج مائیکیٹ جانا ہے چھچا کہ ساتھ اور ماکیٹ جانے کے لیے میرے باست بائیک بھی نہیں ہے	 اب مجھے آج مائکیٹ جانا ہے چچا کے ساتھ اور مائکیٹ جانے کے لیے میرے پاس بائیک بھی نہیں ہے	 اب مجھے آج مارکیٹ جانا ہے چچہ کے ساتھ اور مارکیٹ جانے کے لیے میرے پاس بائیک بھی نہیں ہے
common_voice_ur_31933320.mp3	کام چل رہا ہے کے اصول پر وہ اس طریقِ قانون سازی سے سمجھوتاکیے رہتے ہیں	کام چل رہا ہے کے اصول پر وہ اس طرح قانون سازی سے سمجھوتہ کئے رہتے ہیں	کام چل رہا ہے کہ عسول پر وہ اس تریخ قانون صاظی سے سمجھوتہ کیے رہتے ہیں	 کام چل رہا ہے کہ اصول پر وہ اس طریق قانون سازی سے سمجھوتا کیے رہتے ہیں۔	 کام چل رہا ہے کہ اصول پر وہ اس طریق قانون سازی سے سمجھوتا کیے رہتے ہیں
common_voice_ur_31975864.mp3	ادھر بت تو کم بنائےگئے مگر انہوں نے فوٹو بنا کر انکی پرستش البتہ خو ب کی	ادھر بت تو کم بنائے گئے مگر انہوں نے فوٹو بنا کر ان کی پرستش البتہ خوب کی	ادھر بت تو کم بنائے گئے مگر انوں نے فوٹو بنا کر ان کی پرستش البتا خوب کی	 ادھر بد تو کم بنائے گئے مگر انہوں نے فوٹو بنا کر ان کی پرستش البتہ خوب کی	 ادھر بُدھ تو کم بنائے گئے مگر انہوں نے فوٹو بنا کر ان کی پرستش البتہ خوب کی
common_voice_ur_31964055.mp3	بے مثال حسن کو دیکھ کر آنے والے قدرت کی صناعی کی داد دئے بغیر نہیں رہ پاتے ۔	بے مثال حسن کو دیکھ کر آنے والے قدرت کی صنائی کی داد دے بغیر نہیں رہ پاتے	پہ مصائل حسن کو دیک کرآنے والے قدرت کی سنائی کی داد دی بغیر نہیں رہپاتے	 بے مثال حسن کو دیکھ کر آنے والے قدرت کی سنائی کی داد دے بغیر نہیں رہ پاتے ہیں	 بے مثال حسن کو دیکھ کر آنے والے قدرت کی سنای کی داد دیب غیر نہیں رہ پاتے
common_voice_ur_31863834.mp3	میں نے ان سے کچھ سوال کیے تو کسی بچے نے کوئی خاطر خواہ جواب نہیں دیا	میں نے ان سے کچھ سوال کئے تو کسی بچے نے کوئی خاطر خاص جواب نہیں دیا	میںنے انسے کچھ سوال کیے تو کسی بچینے کوئی خاطر خواض جواب نہی ینہیں دیا	 میں نے ان سے کچھ سوال کیے تو کسی بچے نے کوئی خاطر خاص جواب نہیں دیا	 میں نے ان سے کچھ سوال کیا تو کسی بچے نے کوئی خاطر خاص جواب نہیں دیا
common_voice_ur_38429296.mp3	اس سے جہاں جمہوریت کو اسلام کے مخالف نظام کے طور پر پیش کیا جا رہا ہے۔	اس سے جہاں جمہوریت کو اسلام کے مخالف نظام کے طور پر پیش کیا جا رہا ہے	اسے جہاں جمموریت کو اصلام کی مخالفن ضام کے طوربر پیرش کیا جا رہا ہے	 اس سے جہاں جمہوریت کو اسلام کے مخالف نظام کے طور پر پیش کیا جا رہا ہے	 اس سے جہاں جمہوریت کو اسلام کے مخالف نظام کے طور پر پیش کیا جا رہا ہے
common_voice_ur_32017151.mp3	بھائی دیکھ لو کیا کرنا ہے، زیادہ چھٹیاں کیں تو امتحان میں بیٹھنے نہیں دیں گے۔	بھائی دیکھ لو کیا کرنا ہے زیادہ چھٹیاں کیں تو امتحان میں بیٹھنے نہیں دیں گے	بھائی دیکھ لوگ کیا کرنا ہے سیادہ چھٹیاں قی تو امتحان میں بیٹھنے نہیں دیں گے	 بھائی دیکھ لو کیا کرنا ہے زیادہ چھٹیاں کی تو امتحان میں بیٹھنے نہیں دیں گے	 بھائی دیکھ لوگ کیا کرنا ہے! زیادہ چھوٹیاں کی تو امتحان میں بیٹھنے نہیں دیں گے!
common_voice_ur_38416670.mp3	اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سنبھالے جا سکتے ہیں؟	اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سنبھلے جا سکتے ہیں؟	اس وق سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سمبھالے جا سکتیں ہیں	 اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاملات سنبھالے جا سکتے ہیں؟	 اس وقت سب سے اہم سوال یہ ہے کہ کیا بگڑے ہوئے معاولات سنبھالے جا سکتے ہیں
common_voice_ur_31863694.mp3	جس نے پاکستان دو لخت کیا ہو اسے یوم دفاع منانے کا کوئی حق نہیں ہے	جس نے پاکستان دو لخت کیا ہو اسے یوم دفاع منانے کا کوئی حق نہیں	اسنے پاکستان دولخت کیا ہو اسرے گیوم دفا بنا منانے کا کوئی حق نہیں	 جس نے پاکستان دولخت کیا وہ اسے یوم دفعہ منانے کا کوئی حق نہیں ہے	 جس نے باکستان دولخت کیا وہ اسے یومیہ دفاع بنانے کا کوئی حق نہیں ہے
common_voice_ur_31929455.mp3	پی سی بی دفاتر کو پراپرٹی ٹیکس کی ادائیگی کی یقین دہانی کرانے پر ڈی سیل کر دیا گیا	پی سی بی دفاتر کو پراپرٹی ٹیکس کی ادائیگی کی یقین دہانی کرنے پر ڈی سیل کردیا گیا	پی سی بھی دفاطر کو پراپٹی ٹیکس کے تاریقکیئے کین دہانی کرنے پر ڈی  سل کر دیا گیا	 پی سی بی دفاتر کو پروپرٹی ٹیکس کی ادائی کی اقین دہانی کرنے پر ڈی سیل کر دیا گیا	 پیسی بھی دفاطر کو پروپریٹی ٹیکس کی اداگی کی اگین دہانی کرنے پر ڈی سل کر دیا گیا
common_voice_ur_31952022.mp3	لاہور قذافی اسٹیڈیم میں قومی کرکٹ ٹیم کے کھلاڑیوں کا تربیتی کیمپ تیسرے روز بھی جاری	لاہور قذافی اسٹیڈیم میں قومی کرکٹ ٹیم کے کھلاڑیوں کا تربیتی کیمپ تیسرے روز بھی جاری	لاہور کزاخسٹیڈیممیں کامکرکٹ ٹیم کی کھلاڑیوں کاترگی کی کیمپ تیسرے روسپی جاری	 لاہور قضافی سٹریڈیا میں قومی ٹرکٹ ٹیم کے کھلاڑیوں کا تربیتی کیمپ تیسرے روز بھی جاری	 لاہور کا ذافی سٹیڈیم میں قومی ٹکرکی ٹیم کے کھلاڑیوں کا تربیتی کی کیم پر تیسرے روز بھی جاری
common_voice_ur_31997135.mp3	میں نے خود پر بہت جبر کیا لیکن جب ڈھول بجا تو پھر رہا نہیں گیا	میں نے خود پر بہت جبر کیا لیکن جب ڈھول بجا تو پھر رہا نہیں گیا	میں نے خود پر بوت جبل کیا لیکن جب ڈھولبجا تو پھر رہا نہیں گیا	 میں نے خود پر بہت جبر کیا لیکن جب دھول بجا تو پھر رہا نہیں گیا	 میں نے خود پر بہت جبل کیا لیکن جب دھول بجا تو پھر رہا نہیں جیا
common_voice_ur_32028984.mp3	اسی خوف و دہشت میں سارے ملک کو یرغمال بنا کے اپنا کنٹرول برقرار رکھا جائے	اسی خوف و دہشت میں سارے ملک کو یرغمال بنا کے اپنا کنٹرول برقرار رکھا جائے	اسی خواف و دیشت میں صاری ملک کو یعر گمال بنا کہ اپنا کنٹرول بائی کڑار رکھا جائے	 اسی خوف اور دہشت میں سارے ملک کو یرگمال بنا کے اپنا کنٹرول برقرار رکھا جائے	 اسی خوف اور دہشت میں سارے ملک کو یرگمال بنا کے اپنا کنٹرول بڑھ کر رہ رکھا جائے
common_voice_ur_31917133.mp3	اللہ تعالیٰ نے اس دنیا کو کچھ مادی قواعد و ضوابط کا پابند بنا رکھا ہے	اللہ تعالی نے اس دنیا کو کچھ مادی قواعد و ضوابط کا پابند بنا رکھا ہے	الاتانہا نے اس دنیا کو کچھ مادی قوائیدو زوابت کا بابند بنا رکھائے	 اللہ تعالیٰ نے اس دنیا کو کچھ مادی قواعد و ذوابت کا باون بنا رکھا ہے۔	 اللہ تعالیٰ نے اس دنیا کو کچھ مادی قواعد اور زوابد کا بابند بنا رکھا ہے
common_voice_ur_31958792.mp3	یہ اور اس نوعیت کے بہت سے دوسرے معاملات سر تا سر قانون اور عدالت سے متعلق ہوتے ہیں	یہ اور اس نوعیت کے بہت سے دوسرے معاملات سرتا سر قانون اور عدالت سے متعلق ہوتے ہیں	ای اور اس نامیت کے بحس سے دوسرے معملات سرتا سرقحانون اور عدالت سے مطعالقھ ہوتے ہیں	 یہ اور اس نوعیت کے بہت سے دوسرے معاملات سرطہ سرکانون اور عدالت سے متعلق ہوتے ہیں	 یہ اور اس نوعیت کے بہت سے دوسرے معاملات سرطہ، سرکالون اور ادالت سے مطالب ہوتے ہیں۔
common_voice_ur_38443005.mp3	اس میں انتخاب کا حق ہمارے پاس نہیں زبان سیکھنا اور زبان اپنانا دو مختلف باتیں ہیں۔	اس میں انتخاب کا حق ہمارے پاس نہیں زبان سیکھنا اور زبان اپنانا دو مختلف پتھر ہیں	اس میں اتخاب کحب ہمار پس تہے جبان سیکھناہ اور زبا عقرانہ دو بخترخ پاتے ہیں	 اس میں انتخاب کا حق ہمارے پاس نہیں جبان سیکھنا اور جبان اپنانا دو مختلف قطع ہیں	 اس میں انتخاب کا حق ہمارے پاس ہے جبان سیکھنا اور جبان اپنانا دو مختلف باتیں ہیں
common_voice_ur_38445568.mp3	ان کے بارے میں فہم دین کے حوالے سے درست بات اسی وقت کہی جا سکتی ہے۔	ان کے بارے میں فہم دین کے حوالے سے درست بات اسی وقت کہی جا سکتی ہے	ان کے بارے میں فحم دین کے حوالے سے درست بات اسی وقت کیہی جا سکتی ہے	 ان کے بارے میں فہم دین کے حوالے سے درست بات اسی وقت کہی جا سکتی ہے	 ان کے بارے میں فیحم دین کے حوالے سے درست بات اسی وقت کہی جا سکتی ہے
common_voice_ur_38476343.mp3	اس وقت بھی سیاسی مقاصد کے لیے مذہب کو استعمال کیا گیا، آج بھی کیا جا ئے گا۔	اس وقت بھی سیاسی مقاصد کے لیے مذہب کو استعمال کیا گیا، آج بھی کیا جائے گا	ایس وقت بھی  سیاسی مقاست کے لئے معصب کو استعمال کیا گیا آج بی کیا کیا جائے گا	 اس وقت بھی سیاسی مقاصد کے لیے مذہب کو استعمال کیا گیا آج بھی کیا کیا جائے گا؟	 اس وقت بھی سیاستی مقاصد کے لئے مذہب کو استعمال کیا گیا آج بھی کیا جائے گا
common_voice_ur_38422263.mp3	اس سے ایک ایسا جذباتی ماحول پیدا ہوا جس نے ایوب خان حکومت کیلئے مشکلات پیدا کیں۔	اس سے ایک ایسا جذباتی ماحول پیدا ہوا جس نے ایوب خان حکومت کیلئے مشکلات پیدا کیں	اس سے ک ایسا جزباتی محول پیدا حولا جس نے عیو خان حکومت کےلئے مشکلات پیدا کیں	 اس سے ایک ایسا جذباتی محول پیدا ہوا جس نے ایوب خان حکومت کے لیے مشکلات پیدا کی	 اس سے ایک ایسا جذباتی محول پیدا ہوا جس نے عیوغ خان حکومت کے لئے مشکلات پیدا کی
common_voice_ur_31854885.mp3	اس تنزل مسلسل کے نتیجے میں ہماری بطور قوم شناخت بھی ایک سوالیہ نشان بن گئی	اس تنزل مسلسل کے نتیجے میں ہماری بطور قوم شناخت بھی ایک سوالے نشان بن گئی	اس ٹن الزول مسل سل کے نتیجے مں ہمہاری بطور قومر شناک بھی ایک سوال ینیںشان بن گئی	 اس تنظیم سلسل کے نتیجے میں ہماری بطور قوم شناک بھی ایک سوالی نشان بن گئی	 اس تنظر مسلسل کے نتیرے میں ہماری بات اور کون شناک بھی ایک سوالی نشان بن گئی
common_voice_ur_31834504.mp3	جس کا مطلب ہے اب کسی بھی خرابی کے لئے مائیکروسافٹ اپ ڈیٹ نہیں کرے گا	جس کا مطلب ہے اب کسی بھی خرابی کے لیے مائیکروسافٹ اپ ڈیٹ نہیں کرے گا	چس کا مطلب ہے اب کسی بھی خرابی کیلیے مائیکروسافٹ اب ڈیٹ نہیں کریگا	 جس کا مطلب ہے اب کسی بھی خرابی کے لیے میکروسافٹ اپ ڈیٹ نہیں کرے گا	 جس کا مطلب ہے اب کسی بھی خرابی کے لیے مائیکروسوفٹ اپ ڈیٹ نہیں کرے گا
common_voice_ur_38442894.mp3	اس بات پر اتفاق پیدا ہو گیا ہے کہ ہتھیار اٹھانا ریاستی اداروں ہی کا کام ہے۔	اس بات پر اتفاق پیدا ہوگیا ہے کہ ہتھیار اٹھانا ریاستی اداروں ہی کا کام ہے	اضبات پر اتفاق پیدا ہو گیا ہے کہ ہتھیار اٹھانا ریاستی داروں ہی کا کام ہے	 اس بات پر اتفاق پیدا ہو گیا ہے کہ ہتھیار اٹھانا ریاستی اداروں ہی کا کام ہے۔	 اس بات پر اتفاق پیدا ہو گیا ہے کہ ہتھیار اٹھانا ریاستی اداروں ہی کا کام ہے۔
common_voice_ur_31822961.mp3	اسلام آبادنیو زڈیسک مشہور ٹیکنالوجی گلیکسی سامسنگ نے نیند میں چلنے والے مریض کی نگرانی کیلئے والکنگ سسٹم رجسٹرڈ کرایا ہے	اسلام آباد نیوز زیڈ ایکس مشہور ٹیکنالوجی گلیکسی سام سنگ نے نیند میں چلنے والے مریض کی نگرانی کیلئے واکنگ سسٹم رجسٹرڈ کرایا ہے	سلامباعب نیوز ظی ریکس مشہور ایک نالوجی لیکسی سامسن نینین میں چلنے والے مریز کی نکریانی کے لئے واکنگ سسٹم ریجسٹرڈ کرایا ہے	 اسلام آباد نیوز زیڈ ایکس مشہور ٹکنالوجی گلیکسی سامسنگ نے نیند میں چلنے والے مریض کی نگرانی کے لیے وارکنگ سسٹم ریجسٹرڈ کرایا ہے۔	 اسلام پارد نیوز ایڈ اکس مشہور ٹکنالوجی گلیکسی سامسنگ نے نین میں چلنے والے مریض کی نکرانی کے لیے واکن سسٹم ریجسٹر کر آیا ہے
common_voice_ur_31967358.mp3	کہ خدا اپنی مخلوق کے کسی فرد اور اپنے گلے کی کسی بھیڑ سے غافل ہوتا ہے	کہ خدا اپنی مخلوق کے کسی فرد اور اپنے گلے کی کسی بھیڑ سے غافل ہوتا ہے	کہ خدہ اپنی مخلوق کہ کسی فر اور اپنے گلے کی کسی بھیڑ تھے غافل ہوتا ہے	 کہ خدا اپنی مخلوق کے کسی فرد اور اپنے گلے کی کسی بھیڑ سے غافل ہوتا ہے؟	 کہ خدا اپنی مخلوق کے کسی فرد اور اپنے گلے کی کسی بھیر سے غافل ہوتا ہے
common_voice_ur_31916800.mp3	بلکہ یوں کہنا چاہیے کہ ان ہی کہانیوں نے ہمارے معاشرے کا رنگ بدل دیا ہے	بلکہ یوں کہنا چاہیے کہ ان کی کہانیوں نے ہمارے معاشرے کا رنگ بدل دیا ہے	بلکہ یوں کہنا چاہیے کہ انکہی کہانیوں نے ہمارے معاشرع کا رنگ بدلدیا ہے	 بلکہ یوں کہنا چاہیے کہ ان کی کہانیوں نے ہمارے معاشرے کا رنگ بدل دیا ہے	 بلکہ یہ کہنا چاہیے کہ ان کی کہانیوں نے ہمارے معاشر کا رنگ بدل دیا ہے
common_voice_ur_38500020.mp3	او سلی ون کہتے ہیں کہ ہمارے پیٹ اور آنتوں میں کروڑوں اقسام کے بیکٹیریا موجود ہوتے ہیں اور ہر شخص کے	اوسلی ون کہتے ہیں کہ ہمارے پیٹ اور آنتوں میں کروڑوں اقسام کے بیکٹیریا موجود ہوتے ہیں اور ہر شخص کے	بس لی والم کہتی ہں کہ مارے پیر اورحاطوں میں کروں اقصام کے بیٹیریہ موجود ہتے ہیں اور ہر شقس کی	 اصلی ورن کہتے ہیں کہ ہمارے پیٹ اور آنٹوں میں کرونوں اقسام کے بیکٹیریاں موجود ہوتے ہیں اور ہر شخص کے	 اصلی ورنگ کہتے ہیں کہ ہمارے پیٹ اور آدمے کرونا اقسام کے بیٹریہ موجود ہوتے ہیں
